'schluessel','lfdnr','baumnr','ortsteil','plz','strasse','hausnr','xkoord','ykoord','l_geogr','b_geogr','bsgroesse','baumartbot','baumartdt','buegel','buegelerf','bsmulch','bssplitt','bserw','bsfraesen','material','bemerk','status','id','version','pflanzp','spendenstatus','reserviert_bis'
'0914F046','46','','Oberschöneweide','12459','Tabbertstraße','12','31704','15618',13.503359440169200000,52.467679280819400000,'','Tilia cordata \'Greenspire\'','Winterlinde','','x','','','','nein','Pflanzstreifen, mittig zw. Baum 12/2 u.12/4',NULL,NULL,8676,0,4,'GESPENDET',NULL
'0914F047','47','','Oberschöneweide','12459','Tabbertstraße','14','31720','15631',13.503594545386600000,52.467796353329600000,'','Alnus cordata','Erle','','x','','','','nein','Pflanzstreifen, 7,5 m vor Baum 14/3',NULL,NULL,8677,0,4,NULL,NULL
'0914F048','48','','Oberschöneweide','12459','Tabbertstraße','14','31719','15632',13.503579805639400000,52.467805324590300000,'','Alnus cordata','Erle','','x','','','','nein','Pflanzstreifen, 7,5 m nach Baum 14/4',NULL,NULL,8678,0,4,NULL,NULL
'0914F049','49','','Oberschöneweide','12459','Tabbertstraße','16','31738','15640',13.503859181551700000,52.467877509512400000,'','Alnus cordata','Erle','','x','','','','nein','Pflanzstreifen, 12 m vor Laterne',NULL,NULL,8679,0,4,NULL,NULL
'0914F050','50','','Oberschöneweide','12459','Tabbertstraße','16','31745','15644',13.503962083328800000,52.467913563408500000,'','Alnus cordata','Erle','','x','','','','nein','Pflanzstreifen, 4,5 m vor Laterne',NULL,NULL,8680,0,4,NULL,NULL
'0914F051','51','','Oberschöneweide','12459','Tabbertstraße','Eckgrundstüc','31780','15665',13.504476569740700000,52.468102818181000000,'','Alnus cordata','Erle','','x','','','','nein','Pflanzstreifen, 4,5 m nach Laterne',NULL,NULL,8681,0,4,NULL,NULL
'0914F052','52','','Oberschöneweide','12459','Tabbertstraße','Eckgrundstüc','31785','15669',13.504550043179300000,52.468138841030500000,'','Alnus cordata','Erle','','x','','','','nein','Pflanzstreifen, 8 m nach Vorgänger',NULL,NULL,8682,0,4,NULL,NULL
'0914F053','53','','Oberschöneweide','12459','Tabbertstraße','Eckgrundstüc','31795','15674',13.504697065267900000,52.468183926683200000,'15','Alnus cordata','Erle','','x','','','','nein','',NULL,NULL,8683,0,4,NULL,NULL
'0914F059','59','','Oberschöneweide','12459','Tabbertstraße','34','31918','15214',13.506518279628200000,52.464051932622000000,'','Tilia cordata \'Rancho\'','Winterlinde','','x','','','','nein','Pflanzstreifen, 18 m vor Baum 35a/1',NULL,NULL,8689,0,4,NULL,NULL
'0914F060','60','','Oberschöneweide','12459','Tabbertstraße','35','31924','15202',13.506606854254500000,52.463944182931200000,'','Tilia cordata \'Rancho\'','Winterlinde','','x','','','','nein','Pflanzstreifen, 9 m vor Baum 35a/1',NULL,NULL,8690,0,4,NULL,NULL
'0914F062','62','','Oberschöneweide','12459','Edinsonstraße','36b','32363','15605',13.513056620078400000,52.467572208439200000,'3.75','Acer platanoides \'Columnare\'','Spitzahorn','','x','','','','nein','',NULL,NULL,8692,0,4,NULL,NULL
'0914F061','61','','Oberschöneweide','12459','Edinsonstraße','36','32368','15624',13.513129751149600000,52.467743025565500000,'','Acer platanoides \'Columnare\'','Spitzahorn','','x','','ja','','ja','',NULL,NULL,8691,0,4,NULL,NULL
'0914F063','63',' 106/4','Köpenick','12555','Hämmerlingstraße','106','36491','14555',13.573809551714300000,52.458179229622500000,'3.85','Acer campestre \'Huibers Elegant\'','Feldahorn','2','x','','','','nein','',NULL,NULL,8693,0,4,NULL,NULL
'0914F064','64',' 106/3','Köpenick','12555','Hämmerlingstraße','106','36494','14546',13.573853783612700000,52.458098369520300000,'3.85','Acer campestre \'Huibers Elegant\'','Feldahorn','2','x','','','121-180','nein','',NULL,NULL,8694,0,4,NULL,NULL
'0914F065','65',' 106/2','Köpenick','12555','Hämmerlingstraße','106','36494','14537',13.573853881367500000,52.458017489503700000,'3.85','Acer campestre \'Huibers Elegant\'','Feldahorn','2','x','','','','nein','',NULL,NULL,8695,0,4,NULL,NULL
'0914F066','66','','Köpenick','12555','Hämmerlingstraße','104','36488','14561',13.573765352292900000,52.458233129702400000,'3.85','Acer campestre \'Huibers Elegant\'','Feldahorn','2','x','','','','nein','',NULL,NULL,8696,0,4,NULL,NULL
'0914F067','67',' 94/1','Köpenick','12555','Hämmerlingstraße','94','36468','14631',13.573470358525300000,52.458862063155900000,'3.85','Cercis siliquastrum','Judasbaum','2','x','','','','nein','',NULL,NULL,8697,0,4,NULL,NULL
'0914F068','68',' 92/1','Köpenick','12555','Hämmerlingstraße','92','36464','14645',13.573411358762200000,52.458987849750000000,'3.85','Cercis siliquastrum','Judasbaum','2','x','','','','nein','',NULL,NULL,8698,0,4,NULL,NULL
'0914F069','69',' 91/1','Köpenick','12555','Hämmerlingstraße','91','36472','14655',13.573528942684700000,52.459077769882300000,'3.75','Cercis siliquastrum','Judasbaum','2','x','','','','nein','',NULL,NULL,8699,0,4,NULL,NULL
'0914F070','70','','Köpenick','12555','Hämmerlingstraße','107','36509','14513',13.574074810874300000,52.457801908772200000,'3.75','Alnus x spaethii','Erle','2','x','','','','nein','',NULL,NULL,8700,0,4,NULL,NULL
'0914F072','72',' 107/5','Köpenick','12555','Hämmerlingstraße','107','36506','14536',13.574030428119300000,52.458008582323300000,'3.75','Alnus x spaethii','Erle','2','x','','','','nein','',NULL,NULL,8702,0,4,NULL,NULL
'0914F071','71',' 107/6','Köpenick','12555','Hämmerlingstraße','107','36507','14528',13.574045226024800000,52.457936695586000000,'3.75','Alnus x spaethii','Erle','2','x','','','','nein','',NULL,NULL,8701,0,4,NULL,NULL
'0914F073','73',' 107/4','Köpenick','12555','Hämmerlingstraße','107','36505','14543',13.574015640994300000,52.458071482389300000,'3.75','Alnus x spaethii','Erle','2','x','','','','nein','',NULL,NULL,8703,0,4,NULL,NULL
'0914F074','74',' 107/3','Köpenick','12555','Hämmerlingstraße','107','36504','14550',13.574000853827100000,52.458134382452900000,'3.75','Alnus x spaethii','Erle','2','x','','','','nein','',NULL,NULL,8704,0,4,NULL,NULL
'0914F075','75',' 111/2','Köpenick','12555','Hämmerlingstraße','111','36511','14481',13.574104579320200000,52.457514348570300000,'3.75','Quercus robur \'Fastigiata Koster\'','Säuleneiche','2','x','','','','nein','',NULL,NULL,8705,0,4,NULL,NULL
'0914F076','76',' 111/1','Köpenick','12555','Hämmerlingstraße','111','36512','14466',13.574119452589900000,52.457379555130900000,'3.75','Quercus robur \'Fastigiata Koster\'','Säuleneiche','2','x','','','','nein','',NULL,NULL,8706,0,4,NULL,NULL
'0914F077','77',' 116/3','Köpenick','12555','Hämmerlingstraße','116','36501','14454',13.573957760412300000,52.457271642363300000,'3.85','Liquidambar styraciflua \'Paarl\'','Amberbaum','2','x','','','','nein','',NULL,NULL,8707,0,4,NULL,NULL
'0914F078','78',' 116/2','Köpenick','12555','Hämmerlingstraße','116','36501','14446',13.573957847133500000,52.457199749005000000,'3.85','Liquidambar styraciflua \'Paarl\'','Amberbaum','2','x','','','','nein','',NULL,NULL,8708,0,4,NULL,NULL
'0914F079','79',' 116/1','Köpenick','12555','Hämmerlingstraße','116','36501','14437',13.573957944694500000,52.457118868975900000,'3.85','Liquidambar styraciflua \'Paarl\'','Amberbaum','2','x','','','','nein','',NULL,NULL,8709,0,4,NULL,NULL
'0914F080','80',' 114/3','Köpenick','12555','Hämmerlingstraße','114','36500','14476',13.573942810782500000,52.457469342471100000,'3.85','Liquidambar styraciflua \'Paarl\'','Amberbaum','2','x','','','','nein','',NULL,NULL,8710,0,4,NULL,NULL
'0914F081','81',' 114/2','Köpenick','12555','Hämmerlingstraße','114','36500','14465',13.573942930058400000,52.457370489106500000,'3.85','Ginkgo biloba \'Princeton Sentry\'','Ginkgobaum','2','x','','','','nein','',NULL,NULL,8711,0,4,NULL,NULL
'0914F082','82',' 114/1','Köpenick','12555','Hämmerlingstraße','114','36501','14455',13.573957749572100000,52.457280629033000000,'3.85','Ginkgo biloba \'Princeton Sentry\'','Ginkgobaum','2','x','','','','nein','',NULL,NULL,8712,0,4,NULL,NULL
'0914F083','83',' 112/3','Köpenick','12555','Hämmerlingstraße','112','36499','14496',13.573927882710900000,52.457649069232100000,'3.75','Ginkgo biloba \'Princeton Sentry\'','Ginkgobaum','2','x','','','','nein','',NULL,NULL,8713,0,4,NULL,NULL
'0914F084','84',' 112/2','Köpenick','12555','Hämmerlingstraße','112','36500','14488',13.573942680662500000,52.457577182503300000,'3.75','Ginkgo biloba \'Princeton Sentry\'','Ginkgobaum','2','x','','','','nein','',NULL,NULL,8714,0,4,NULL,NULL
'0914F085','85',' 112/1','Köpenick','12555','Hämmerlingstraße','112','36500','14476',13.573942810782500000,52.457469342471100000,'3.75','Fraxinus angustifolia \'Raywood\'','Esche','2','x','','','','nein','',NULL,NULL,8715,0,4,NULL,NULL
'0914F086','86',' 110/3','Köpenick','12555','Hämmerlingstraße','110','36498','14511',13.573913008764900000,52.457783862641100000,'3.75','Fraxinus angustifolia \'Raywood\'','Esche','2','x','','','','nein','',NULL,NULL,8716,0,4,NULL,NULL
'0914F087','87',' 110/1','Köpenick','12555','Hämmerlingstraße','110','36499','14502',13.573927817632400000,52.457702989246700000,'3.75','Fraxinus angustifolia \'Raywood\'','Esche','2','x','','','','nein','',NULL,NULL,8717,0,4,NULL,NULL
'0914F088','88',' 2/1','Köpenick','12555','Oettingstraße','2','36308','14078',13.571122815147900000,52.453891341610700000,'','Fraxinus angustifolia \'Raywood\'','Esche','','x','','','181-240','nein','',NULL,NULL,8718,0,4,NULL,NULL
'0914F089','89','','Köpenick','12555','Oettingstraße','3','36298','14090',13.570975578279900000,52.453999111868700000,'','Fraxinus angustifolia \'Raywood\'','Esche','','x','','','','nein','Pflanzstreifen, 9,5 m nach Baum 2/2',NULL,NULL,8719,0,4,NULL,NULL
'0914F090','90','','Köpenick','12555','Oettingstraße','6','36274','14126',13.570622123933100000,52.454322463782600000,'','Fraxinus angustifolia \'Raywood\'','Esche','','x','','','','nein','Pflanzstreifen, 10,5 m nach Baum 6/3',NULL,NULL,8720,0,4,NULL,NULL
'0914F091','91','','Köpenick','12555','Oettingstraße','7','36257','14148',13.570371797795600000,52.454520050714200000,'','Fraxinus angustifolia \'Raywood\'','Esche','','x','','','','nein','Pflanzstreifen, 12 m nach Vorgänger, Suchschachtung OVK',NULL,NULL,8721,0,4,NULL,NULL
'0914F092','92','','Köpenick','12555','Oettingstraße','8','36251','14137',13.570283664286300000,52.454421154866900000,'','Fraxinus angustifolia \'Raywood\'','Esche','','x','','','','nein','Pflanzstreifen, 10 m vor Baum 8/2',NULL,NULL,8722,0,4,NULL,NULL
'0914F093','93','','Köpenick','12555','Oettingstraße','14','36304','14061',13.571064169614800000,52.453738540231300000,'','Fraxinus angustifolia \'Raywood\'','Esche','','x','','','','nein','Pflanzstreifen, 9 m vor Baum 14/2',NULL,NULL,8723,0,4,'GESPENDET',NULL
'0914F094','94',' 14/2','Köpenick','12555','Joachimstraße','14','36343','14066',13.571637799194100000,52.453783744494400000,'3.5','Tilia cordata \'Greenspire\'','Winterlinde','2','x','','','301-360','nein','wurde nur 30 tief gefräst',NULL,NULL,8724,0,4,NULL,NULL
'0914F095','95','','Köpenick','12555','Annenallee','10','36373','14207',13.572077514421400000,52.455051071984300000,'','Acer platanoides \'Columnare\'','Spitzahorn','','x','','','','nein','11 m nach Baum 9/2',NULL,NULL,8725,0,4,NULL,NULL
'0914F096','96','','Köpenick','12555','Annenallee','10','36379','14198',13.572165877288000000,52.454970233029100000,'','Acer platanoides \'Columnare\'','Spitzahorn','','x','','','','nein','8 m nach Vorgänger',NULL,NULL,8726,0,4,NULL,NULL
'0914F097','97','','Köpenick','12555','Annenallee','11','36342','14250',13.571621007389700000,52.455437285496400000,'','Acer platanoides \'Columnare\'','Spitzahorn','','x','','','','nein','9 m nach Baum 11a/2',NULL,NULL,8727,0,4,NULL,NULL
'0914F098','98','','Köpenick','12555','Annenallee','11','36351','14237',13.571753548338500000,52.455320520894700000,'','Acer platanoides \'Columnare\'','Spitzahorn','','x','','','','nein','8 m nach Vorgänger',NULL,NULL,8728,0,4,NULL,NULL
'0914F099','99','','Köpenick','12555','Annenallee','15','36367','14195',13.571989387271700000,52.454943190742600000,'','Acer platanoides \'Columnare\'','Spitzahorn','','x','','','','nein','9 m nach Baum 15/1',NULL,NULL,8729,0,4,NULL,NULL
'0914F100','100','','Köpenick','12555','Annenallee','16','36373','14187',13.572077738861600000,52.454871338524800000,'','Acer platanoides \'Columnare\'','Spitzahorn','','x','','','','nein','8 m nach Vorgänger',NULL,NULL,8730,0,4,NULL,NULL
'0914F103','103','','Köpenick','12555','Mahlsdorfer Straße','108','36918','14709',13.580089834619400000,52.459565845224400000,'2.8','Sophora japonica \'Princeton Upright\'','Schnurbaum','','x','','','','nein','',NULL,NULL,8733,0,4,NULL,NULL
'0914F107','107','','Köpenick','12555','Seelenbinderstraße','27','36828','14282',13.578769979329400000,52.455728002435000000,'3','Fraxinus ornus \'Obelisk\'','Blumenesche','','x','','','','nein','',NULL,NULL,8737,0,4,NULL,NULL
'0914F108','108','','Köpenick','12555','Seelenbinderstraße','35','36895','14273',13.579755674118600000,52.455647521841200000,'3','Fraxinus ornus \'Obelisk\'','Blumenesche','','x','','','121-180','nein','',NULL,NULL,8738,0,4,NULL,NULL
'0914F109','109','','Köpenick','12555','Seelenbinderstraße\n(Mandrellaplatz 6)','','36908','14255',13.579947084280200000,52.455485838280500000,'3.15','Fraxinus ornus \'Obelisk\'','Blumenesche','','x','','','','nein','',NULL,NULL,8739,0,4,NULL,NULL
'0914F110','110','','Köpenick','12555','Seelenbinderstraße','neb.53','37110','14250',13.582918647272900000,52.455442054743500000,'3.15','Tilia cordata \'Roelvo\'','Winterlinde','2','x','','','','nein','',NULL,NULL,8740,0,4,NULL,NULL
'0914F111','111','','Köpenick','12555','Seelenbinderstraße','61','37167','14252',13.583757126387900000,52.455460339044000000,'3.15','Tilia cordata \'Roelvo\'','Winterlinde','','x','','','','nein','',NULL,NULL,8741,0,4,NULL,NULL
'0914F112','112','','Köpenick','12555','Seelenbinderstraße','neb.69','37243','14255',13.584875096749400000,52.455487704423700000,'3.15','Tilia cordata','Winterlinde','2','x','','','','nein','',NULL,NULL,8742,0,4,NULL,NULL
'0914F113','113','','Köpenick','12555','Seelenbinderstraße','125','37697','14234',13.591553809964200000,52.455301185637200000,'3.15','Tilia cordata','Winterlinde','','x','','','','nein','',NULL,NULL,8743,0,4,NULL,NULL
'0914F114','114','','Köpenick','12555','Kiekebuschstraße','1','37064','14349',13.582241059476900000,52.456331480088000000,'','Acer rubrum \'Red Sunset\'','Rotahorn','','x','','ja','','ja','BS neu anlegen',NULL,NULL,8744,0,4,NULL,NULL
'0914F115','115','','Köpenick','12555','Kiekebuschstraße','3','37063','14339',13.582226440275200000,52.456241607771900000,'','Acer rubrum \'Red Sunset\'','Rotahorn','','x','','ja','','ja','BS neu anlegen',NULL,NULL,8745,0,4,NULL,NULL
'0914F116','116','','Köpenick','12555','Parrisiusstraße','2','36801','14428',13.578371342668500000,52.457039893204500000,'4','Acer rubrum \'Armstrong\'','Rotahorn','','x','','','','nein','Umpflasterung erneuern',NULL,NULL,8746,0,4,NULL,NULL
'0914F117','117','','Köpenick','12555','Puchanstraße','22','36769','14101',13.577903872549700000,52.454101055897000000,'5','Liquidambar styraciflua \'Worblesdon\'','Amberbaum','','x','','','','nein','Umpflasterung erneuern',NULL,NULL,8747,0,4,NULL,NULL
'0914F118','118','','Schmöckwitz','12527','Argoallee','20','40905','2163',13.638716589928400000,52.346826825154000000,'','Amelanchier arborea \'Robin Hill\'','Felsenbirne','','x','','','121-180','nein','Pflanzstreifen, 7,5 m nach Baum 20/1',NULL,NULL,8748,0,4,'','2014-01-19 00:00:00'
'0914F119','119','','Schmöckwitz','12527','Argoallee','21','40923','2176',13.638980760069100000,52.346943628067700000,'','Amelanchier arborea \'Robin Hill\'','Felsenbirne','','x','','','','nein','Pflanzstreifen, mittig zw. Einfahrten',NULL,NULL,8749,0,4,NULL,NULL
'0914F120','120','','Schmöckwitz','12527','Argoallee','22','40939','2189',13.639215582659300000,52.347060433375300000,'','Amelanchier arborea \'Robin Hill\'','Felsenbirne','','x','','','61-120, 181-240','nein','Pflanzstreifen, mittig zw. Einfahrten',NULL,NULL,8750,0,4,NULL,NULL
'0914F121','121','','Schmöckwitz','12527','Argoallee','23','40957','2202',13.639479755507800000,52.347177235168700000,'','Amelanchier arborea \'Robin Hill\'','Felsenbirne','','x','','','61-120','nein','Pflanzstreifen, 8 m nach Baum 22/4',NULL,NULL,8751,0,4,NULL,NULL
'0914F122','122','','Schmöckwitz','12527','Argoallee','24','40973','2213',13.639714575577200000,52.347276065797700000,'','Amelanchier arborea \'Robin Hill\'','Felsenbirne','','x','','','','nein','Pflanzstreifen, 7 m vor Baum 24/3',NULL,NULL,8752,0,4,NULL,NULL
'0914F124','124','','Schmöckwitz','12527','Argoallee','30','41080','2305',13.641285014361000000,52.348102678451700000,'','Amelanchier arborea \'Robin Hill\'','Felsenbirne','','x','','','','nein','Pflanzstreifen, 3,5 m vor Eingang',NULL,NULL,8754,0,4,NULL,NULL
'0914F128','128','','Schmöckwitz','12527','Argoallee','11','41014','2261',13.640316359466400000,52.347707368926800000,'','Amelanchier arborea \'Robin Hill\'','Felsenbirne','','x','','','61-120','nein','Pflanzstreifen, 11,7 m vor Baum 11/3',NULL,NULL,8758,0,4,NULL,NULL
'0914F129','129','','Rahnsdorf','12589','Fürstenwalder Allee','40','44373','12594',13.689739732308900000,52.440551856717300000,'','Acer platanoides \'Royal Red\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 12,5 m nach Laterne',NULL,NULL,8759,0,4,NULL,NULL
'0914F130','130','','Rahnsdorf','12589','Fürstenwalder Allee','52','44468','12522',13.691135818988500000,52.439904067813700000,'','Acer platanoides \'Deborah\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 19 m nach Baum 50/3',NULL,NULL,8760,0,4,NULL,NULL
'0914F131','131','','Rahnsdorf','12589','Fürstenwalder Allee','70','44572','12438',13.692664050595100000,52.439148348851100000,'','Acer platanoides \'Royal Red\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 4,5 m nach Laterne',NULL,NULL,8761,0,4,NULL,NULL
'0914F132','132','','Rahnsdorf','12589','Fürstenwalder Allee','72','44623','12402',13.693413522700800000,52.438824410342600000,'','Acer platanoides \'Royal Red\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 6 m nach Laterne',NULL,NULL,8762,0,4,NULL,NULL
'0914F133','133','','Rahnsdorf','12589','Fürstenwalder Allee','76','44673','12357',13.694148156414600000,52.438419595129600000,'','Acer platanoides \'Deborah\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 9 m nach Laterne',NULL,NULL,8763,0,4,NULL,NULL
'0914F134','134','','Rahnsdorf','12589','Fürstenwalder Allee','82','44711','12326',13.694706512979800000,52.438140689929300000,'','Acer platanoides \'Deborah\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 4,5 m nach Laterne',NULL,NULL,8764,0,4,NULL,NULL
'0914F135','135','','Rahnsdorf','12589','Fürstenwalder Allee','84','44724','12311',13.694897467557300000,52.438005780217700000,'','Acer platanoides \'Deborah\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 14 m nach Vorgänger',NULL,NULL,8765,0,4,NULL,NULL
'0914F136','136','','Rahnsdorf','12589','Fürstenwalder Allee','88','44749','11276',13.695250756645800000,52.428704330862100000,'','Acer platanoides \'Royal Red\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 10,5 m nach Laterne',NULL,NULL,8766,0,4,NULL,NULL
'0914F137','137','','Rahnsdorf','12589','Fürstenwalder Allee','90','44762','12261',13.695455550343000000,52.437556124217400000,'','Acer platanoides \'Royal Red\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 12 m nach Vorgänger',NULL,NULL,8767,0,4,NULL,NULL
'0914F138','138','','Rahnsdorf','12589','Fürstenwalder Allee','92','44765','12255',13.695499580507000000,52.437502178567300000,'','Acer platanoides \'Royal Red\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 5 m nach Laterne',NULL,NULL,8768,0,4,NULL,NULL
'0914F139','139','','Rahnsdorf','12589','Fürstenwalder Allee','92','44774','12244',13.695631767800800000,52.437403248398500000,'','Acer platanoides \'Deborah\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 10,5 m nach Vorgänger',NULL,NULL,8769,0,4,NULL,NULL
'0914F140','140','','Rahnsdorf','12589','Fürstenwalder Allee','122','44987','12083',13.698761473617600000,52.435954536369300000,'','Acer platanoides \'Royal Red\'','Spitzahorn','','x','','ja','','ja','Pflanzstreifen, 24 m nach Baum 120/1',NULL,NULL,8770,0,4,NULL,NULL
'0914F141','141','','Rahnsdorf','12589','Fürstenwalder Allee','128','45045','12057',13.699613921221800000,52.435720363101000000,'','Acer platanoides \'Royal Red\'','Spitzahorn','','x','','','','nein','Pflanzstreifen, 15 m vor Baum 128/2',NULL,NULL,8771,0,4,NULL,NULL
'0914F145','145','','Friedrichshagen','12587','Dreiserstraße','35','40448','13395',13.632021371292400000,52.447766633280100000,'','Tilia cordata \'Greenspire\'','Winterlinde','','x','','','','nein','Pflanzstreifen',NULL,NULL,8775,0,4,'','2014-01-19 00:00:00'
'0914F148','148','','Friedrichshagen','12587','Fürstenwalder Damm','375','39018','14073',13.610986813991100000,52.453858591081900000,'4.5','Acer platanoides \'Olmsted\'','Spitzahorn','','x','','','181-240','nein','',NULL,NULL,8778,0,4,NULL,NULL
'0914F149','149','','Friedrichshagen','12587','Fürstenwalder Damm','351','38809','13997',13.607912733967900000,52.453175142033600000,'5','Acer platanoides \'Olmsted\'','Spitzahorn','','x','','','241-300','nein','wurde nur 30 tief gefräst',NULL,NULL,8779,0,4,'','2014-01-19 00:00:00'
'0914F150','150','zw. 315/4 und 317/4','Friedrichshagen','12587','Fürstenwalder Damm','315','38488','13879',13.603191491636300000,52.452113849471200000,'','Acer platanoides \'Olmsted\'','Spitzahorn','','x','','','','nein','Pflanzstreifen',NULL,NULL,8780,0,4,NULL,NULL
'0914F171','171','','Alt-Treptow','12435','Schmollerplatz','ggü. 4','27784','18200',13.445583050000000000,52.490808220000000000,'','Acer rubrum \'October Glory\'','Rotahorn','','','','','175',NULL,NULL,NULL,NULL,8781,0,4,'GESPENDET','2014-03-31 00:00:00'
'0914F172','172','','Alt.Treptow','12435','Schmollerplatz','ggü.1','27791','18189',13.445686510000000000,52.490709530000000000,'','Acer rubrum \'October Glory\'','Rotahorn','','','','','235',NULL,NULL,NULL,NULL,8782,0,4,'GESPENDET','2014-03-31 00:00:00'
'0814H009','9','145','Neukölln','12059','Harzerstraße','ggü. 6-7','27532.61','17969.27',13.441890747614500000,52.488729011059400000,'4,00x2,00','Acer campestre','Feldahorn','','','','','','','','8,00',NULL,8791,0,5,NULL,NULL
'0814H010','10','12','Neukölln','12059','Kelbraer Straße','6','28363.54','17113.47',13.454153494483700000,52.481056812792200000,'3,00x1,50','Prunus serrulata \'Amanogawa\'','Japanische Säulen-Kirsche','','3,00x1,50','3','','','','','4,50',NULL,8792,0,5,NULL,NULL
'0814H011','11','2','Neukölln','12059','Kelbraer Straße','2','28346.25','17091.07',13.453899794452900000,52.480855140534000000,'2,00x2,00','Prunus serrulata \'Amanogawa\'','Japanische Säulen-Kirsche','','','4','','','','','4,00',NULL,8793,0,5,NULL,NULL
'0814H012','12','10','Neukölln','12059','Kelbraer Straße','3','28351.54','17109.59',13.453977003767500000,52.481021686326000000,'3,00x2,00','Prunus serrulata \'Amanogawa\'','Japanische Säulen-Kirsche','','','','','','','','6,00',NULL,8794,0,5,NULL,NULL
'0814H013','13','4','Neukölln','12059','Kelbraer Straße','3','28344.66','17100.77',13.453876048817800000,52.480942276236800000,'3,00x1,50','Prunus serrulata \'Amanogawa\'','Japanische Säulen-Kirsche','','3,00x1,50','4','','','','','4,50',NULL,8795,0,5,NULL,NULL
'0814H014','14','6','Neukölln','12059','Kelbraer Straße','12','28378.35','17138.70',13.454370593950000000,52.481283863250600000,'3,00x1,50','Prunus serrulata \'Amanogawa\'','Japanische Säulen-Kirsche','','3,00x1,50','4','','1m. Stamm steht','','','4,50',NULL,8796,0,5,NULL,NULL
'0814H015','15','130','Neukölln','12059','Kiehlufer','ggü. 123-129','28293.88','17075.87',13.453129504551400000,52.480717412667700000,'','Acer platanoides','Spitzahorn','','','','','','','','4,00',NULL,8797,0,5,NULL,NULL
'0814H016','16','168','Neukölln','12059','Kiehlufer','113','28186.63','17183.96',13.451547038319200000,52.481686440602500000,'4,00x2,00','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','8,00',NULL,8798,0,5,NULL,NULL
'0814H017','17','39','Neukölln','12059','Kiehlufer','23','27495.65','17771.67',13.441354124845500000,52.486952409500000000,'','Acer platanoides','Spitzahorn','','','2','','1m. Stamm steht,Folie eine Seite 4m.','','','4,00',NULL,8799,0,5,NULL,NULL
'0814H018','18','13','Neukölln','12059','Brockenstraße','Gartenkoloni','28103.07','17323.76',13.450312064537300000,52.482940933828500000,'4,00x1,50','Tilia cordata \'Greenspire\'','Winterlinde','','4,00x1,50','4','','','','','6,00',NULL,8800,0,5,NULL,NULL
'0814H019','19','15','Neukölln','12059','Brockenstraße','Gartenkoloni','28111.71','17333.46',13.450438892480000000,52.483028293837900000,'4,00x1,50','Tilia cordata \'Greenspire\'','Winterlinde','','4,00x1,50','4','','','','','6,00',NULL,8801,0,5,NULL,NULL
'0814H020','20','19','Neukölln','12059','Brockenstraße','Gartenkoloni','28119.83','17343.69',13.450558047624800000,52.483120405176500000,'4,00x1,50','Tilia cordata \'Greenspire\'','Winterlinde','','4,00x1,50','4','','','','','6,00',NULL,8802,0,5,NULL,NULL
'0814H021','21','26','Neukölln','12045','Wildenbruchstraße','17','27768.51','17616.84',13.445376616907900000,52.485567257709200000,'3,00x2,00','Tilia cordata \'Greenspire\'','Winterlinde','','','','','','','','6,00',NULL,8803,0,5,NULL,NULL
'0814H022','22','27','Neukölln','12045','Wildenbruchstraße','18','27776.27','17626.19',13.445490501532600000,52.485651457769400000,'4,00x1,50','Tilia cordata \'Greenspire\'','Winterlinde','','4,00x1,50','','','','','','6,00',NULL,8804,0,5,NULL,NULL
'0814H023','23','99','Neukölln','12045','Wildenbruchstraße','89','27453.35','17249.50',13.440751271072800000,52.482258905047200000,'3,00x2,00','Tilia cordata \'Greenspire\'','Winterlinde','','2m. nach links vers.','3','','1m Stamm','','','6,00',NULL,8805,0,5,NULL,NULL
'0814H024','24','24','Neukölln','12055','Thiemannstraße','14','28073.21','16615.10',13.449898140365800000,52.476571834579600000,'3,00x2,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','öffnen','','','','','','6,00',NULL,8806,0,5,NULL,NULL
'0814H025','25','49','Neukölln','12055','Thiemannstraße','21','28025.26','16525.42',13.449195689762900000,52.475764856453500000,'4,00x2,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','2m. nach links vers.','','','','','','8,00',NULL,8807,0,5,NULL,NULL
'0814H026','26','51','Neukölln','12055','Thiemannstraße','22','28034.91','16535.94',13.449337329587900000,52.475859609107300000,'4,00x2,00','Crataegus mordenensis \'Toba\'','Kanadischer Rot-Dorn','','2m. nach rechts vers.','','','','','','8,00',NULL,8808,0,5,NULL,NULL
