'schluessel','lfdnr','baumnr','ortsteil','plz','strasse','hausnr','xkoord','ykoord','l_geogr','b_geogr','bsgroesse','baumartbot','baumartdt','buegel','buegelerf','bsmulch','bssplitt','bserw','bsfraesen','material','bemerk','status','id','version','pflanzp','spendenstatus','reserviert_bis'
'0713F059','59','50-5','Schöneberg','10825','Heylstraße','1-2','20976440','17124900',13.345419800000000166,52.480950200000002326,'1,8x3,4','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','2Poller,o.k',NULL,1712,0,2,'',NULL
'0713F060','60','210-21','Schöneberg','10825','Heylstraße','31','20985640','17112580',13.345555900000000804,52.480839799999998263,'2,3x3,6','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','2Poller,o.k 2 Koniferen',NULL,1713,0,2,'',NULL
'0713F061','61','10-1','Schöneberg','10823','Dominicusstraße','5/9','21015720','17419080',13.345981200000000655,52.483595200000003445,'1,6x3,8','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1714,0,2,'',NULL
'0713F062','62','50-5','Schöneberg','10823','Dominicusstraße','13a','21058030','17355970',13.346607499999999291,52.483029500000000667,'2,2x8,0','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1715,0,2,'',NULL
'0713F063','63','60-6','Schöneberg','10823','Dominicusstraße','15/17','21064520','17342500',13.346703800000000228,52.482908700000002966,'1,6x3,0','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1716,0,2,'',NULL
'0713F064','64','290-29','Schöneberg','10823','Dominicusstraße','40','21251210','17150770',13.349462700000000126,52.481192200000002401,'1,3x3,2','Robinia pseudoacacia','Scheinakazie','1','','','x','nein','nein','nein','',NULL,1717,0,2,'',NULL
'0713F065','65','60-6','Mariendorf','12107','Furkastraße','79','24635390','11429120',13.399538899999999586,52.429880199999999491,'1,0x3,0','Tillia europaea pallida','Kaiserlinde','nein','','','x','nein','nein','nein','',NULL,1718,0,2,'',NULL
'0713F066','66','70-7','Mariendorf','12107','Furkastraße','69','24633650','11420640',13.399513699999999972,52.429803999999997188,'1,2x2,3','Tillia europaea pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1719,0,2,'',NULL
'0713F067','67','110-11','Mariendorf','12107','Furkastraße','46','24618180','11358780',13.399289100000000730,52.429247599999996510,'1,1x2,7','Tillia europaea pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1720,0,2,'',NULL
'0713F068','68','190-19','Mariendorf','12107','Furkastraße','56a','24588750','11245040',13.398861699999999431,52.428224600000000066,'1,0x3,7','Tillia europaea pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1721,0,2,'',NULL
'0713F069','69','210-21','Mariendorf','12107','Furkastraße','60a','24578440','11202860',13.398712099999999126,52.427845300000001316,'1,2x3,0','Tillia europaea pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1722,0,2,'',NULL
'0713F070','70','280-28','Mariendorf','12107','Furkastraße','70','24543660','11066750',13.398207100000000480,52.426621099999998421,'1,5x2,9','Tillia europaea pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1723,0,2,'',NULL
'0713F071','71','570-57','Mariendorf','12107','Furkastraße','81','24516940','10915690',13.397821300000000377,52.425262799999998720,'1,0x3,7','Tillia europaea Pallida','Kaiserlinde','nein','','','x','nein','nein','nein','',NULL,1724,0,2,'',NULL
'0713F072','72','860-86','Mariendorf','12107','Furkastraße','51','24615490','11302850',13.399252199999999391,52.428744899999998097,'1,0x3,7','Tillia europaea Pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1725,0,2,'',NULL
'0713F073','73','181-x','Mariendorf','12107','Wildspitzweg','ggü33','25184060','11897060',13.407584500000000460,52.434100600000000725,'1,2x2,4','Aesculus hippocastanum','Rosskastanie','nein','','x','','nein','nein','nein','',NULL,1726,0,2,'',NULL
'0713F074','74','60-6','Schöneberg','10779','Martin- Luther- Straße','12','21010380','19095350',13.345806599999999520,52.498658800000001179,'1,8x3,1','Acer platanoides Columnare','Spitzahorn','nein','','','x','nein','nein','nein','',NULL,1727,0,2,'GESPENDET','2013-01-14 00:00:00'
'0713F075','75','590-59','Schöneberg','10780','Martin- Luther- Straße','ggü111','20945800','17216130',13.344963599999999815,52.481768899999998723,'2,0x2,0','Aesculus hippocastanum','Rosskastanie','nein','','x','','nein','nein','nein','',NULL,1728,0,2,'',NULL
'0713F076','76','770-77','Schöneberg','10781','Martin- Luther- Straße','124','20935470','17039600',13.344821700000000675,52.480182200000001558,'2,0x2,0','Platanus acerifolia','Platane','nein','','x','','nein','nein','nein','',NULL,1729,0,2,'',NULL
'0713F077','77','880-88','Schöneberg','10782','Martin- Luther- Straße','126','20954440','16993840',13.345103500000000452,52.479771599999999410,'2,0x2,0','Robinia pseudoacacia','Scheinakazie','nein','','x','','nein','nein','nein','',NULL,1730,0,2,'',NULL
'0713F078','78','1000-100','Schöneberg','10783','Martin- Luther- Straße','121','20956700','17097890',13.345130799999999738,52.480706800000000101,'1,8x2,0','Platanus acerifolia','Platane','nein','','','x','nein','nein','nein','',NULL,1731,0,2,'',NULL
'0713F079','79','1001-x','Schöneberg','10784','Martin- Luther- Straße','ggü120','20950660','17135030',13.345039800000000341,52.481040299999996535,'2,0x2,0','Aesculus hippocastanum','Rosskastanie','nein','','x','','nein','nein','nein','',NULL,1732,0,2,'',NULL
'0713F080','80','1820-182','Schöneberg','10785','Martin- Luther- Straße','ggü13','21024980','19060470',13.346023600000000542,52.498345899999996789,'2,0x2,0','Platanus acerifolia','Platane','nein','','x','','nein','nein','nein','',NULL,1733,0,2,'',NULL
'0713F081','81','3260-326','Schöneberg','10786','Martin- Luther- Straße','ggü95','20956100','17714360',13.345086600000000132,52.486246600000001195,'2,0x2,0','Platanus acerifolia','Platane','nein','','x','','nein','nein','nein','',NULL,1734,0,2,'',NULL
'0713F082','82','100-10','Schöneberg','10783','Kulmer Straße','12','22328200','18488030',13.365243599999999446,52.493245600000001616,'0,9x1,6','Acer platanoides Columnare','Spitzahorn','nein','','','x','0,9x3,0','nein','Gehwegmaterial','',NULL,1735,0,2,'',NULL
'0713F083','83','360-36','Schöneberg','10783','Kulmer Straße','ggü6','22378750','18588410',13.365982499999999433,52.494149299999996572,'1,1x2,2','Quercus robur','Stieleiche','nein','','','x','nein','nein','nein','',NULL,1736,0,2,'',NULL
'0713F084','84','120-12','Schöneberg','10783','Bülowstraße','ggü11','21824750','19089230',13.357798400000000072,52.498631699999997124,'2,0x2,0','Tilia cordata Rancho','Kleinkronige Winterlinde','nein','','x','','nein','nein','nein','',NULL,1737,0,2,'',NULL
'0713F085','85','281-x','Schöneberg','10783','Bülowstraße','25/26','22129920','18964700',13.362298700000000196,52.497522699999997542,'2,3x2,7','Quercus petrea','Traubeneiche','nein','','','x','nein','nein','nein','2Schutzbügel neu',NULL,1738,0,2,'GESPENDET','2012-12-25 00:00:00'
'0713F086','86','340-34','Schöneberg','10783','Bülowstraße','28','22201440','18942300',13.363352900000000645,52.497323700000002589,'1,0x1,3','Quercus petrea','Traubeneiche','nein','','','x','2,0x2,0','1','Gehwegmaterial','3Schutzbügel neu',NULL,1739,0,2,'',NULL
'0713F087','87','420-42','Schöneberg','10783','Bülowstraße','37','22344550','18857430',13.365464700000000420,52.496565699999997889,'1,0x1,3','Tillia europaea Pallida','Kaiserlinde','nein','','','x','1,3x3,0','nein','Gehwegmaterial','',NULL,1740,0,2,'',NULL
'0713F088','88','540-54','Schöneberg','10783','Bülowstraße','45','22423010','18665900',13.366630100000000070,52.494847100000001205,'1,1x2,0','Acer platanoides Globosum','Kugelahorn','nein','','','x','nein','nein','nein','',NULL,1741,0,2,'',NULL
'0713F089','89','1010-101','Schöneberg','10783','Bülowstraße','60','22415580','18758080',13.366515800000000169,52.495675200000000871,'2,6x2,6','Quercus petrea','Traubeneiche','nein','','','x','nein','nein','nein','',NULL,1742,0,2,'',NULL
'0713F090','90','1020-102','Schöneberg','10783','Bülowstraße','60','22417560','18765240',13.366544599999999221,52.495739600000000280,'2,6x2,6','Quercus petrea','Traubeneiche','nein','','','x','nein','nein','nein','',NULL,1743,0,2,'',NULL
'0713F091','91','1030-103','Schöneberg','10783','Bülowstraße','60','22419920','18774900',13.366578799999999205,52.495826499999999726,'2,6x2,6','Quercus petrea','Traubeneiche','nein','','','x','nein','nein','nein','',NULL,1744,0,2,'',NULL
'0713F092','92','1120-112','Schöneberg','10783','Bülowstraße','ggü61','22410930','18797300',13.366445199999999360,52.496027499999996735,'nicht','Aesculus hippocastanum','Rosskastanie','nein','','','x','1,5x2,5','nein','Gehwegmaterial','',NULL,1745,0,2,'',NULL
'0713F093','93','150-15','Schöneberg','10829',' Torgauer Straße','11','21944170','17011900',13.359669800000000706,52.479967700000003106,'1,2x3,2','Tilia cordata Rancho','Kleinkronige Winterlinde','nein','','','x','nein','nein','nein','',NULL,1746,0,2,'',NULL
'0713F094','94','30-3','Schöneberg','10825','Am Mühlenberg','ggü12','20568690','17464400',13.339398299999999153,52.483986700000002656,'1,3x3,1','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1747,0,2,'',NULL
'0713F095','95','40-4','Schöneberg','10825','Am Mühlenberg','ggü12','20576920','17463400',13.339519499999999752,52.483978000000000463,'1,3x3,1','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1748,0,2,'',NULL
'0713F096','96','50-5','Schöneberg','10825','Am Mühlenberg','12','20565440','17470640',13.339350100000000765,52.484042600000002210,'1,3x3,1','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1749,0,2,'',NULL
'0713F097','97','70-7','Schöneberg','10825','Am Mühlenberg','13','20547800','17472190',13.339090399999999903,52.484055900000001316,'1,3x4,0','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1750,0,2,'',NULL
'0713F098','98','80-8','Schöneberg','10825','Am Mühlenberg','13','20540160','17472900',13.338977899999999721,52.484062000000001547,'1,3x4,0','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1751,0,2,'',NULL
'0713F099','99','100-10','Schöneberg','10825','Am Mühlenberg','13','20523010','17474260',13.338725399999999510,52.484073600000002102,'1,3x4,0','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1752,0,2,'',NULL
'0713F100','100','20-2','Schöneberg','10779','Stübbenstraße','6','20477790','18110120',13.338022300000000442,52.489786199999997507,'2,0x2,0','Crataegus laevigata Paul\'s Scarlet','Echter Rotdorn','nein','','x','','nein','nein','nein','',NULL,1753,0,2,'GESPENDET',NULL
'0713F101','101','30-3','Schöneberg','10779','Stübbenstraße','6','20470090','18104080',13.337909299999999746,52.489731599999998934,'2,0x2,0','Crataegus laevigata Paul\'s Scarlet','Echter Rotdorn','nein','','x','','nein','nein','nein','',NULL,1754,0,2,'GESPENDET',NULL
'0713F102','102','190-19','Schöneberg','10779','Stübbenstraße','ggü7','20468240','18086740',13.337883100000000880,52.489575700000003167,'2,0x2,0','Crataegus laevigata Paul\'s Scarlet','Echter Rotdorn','nein','','x','','nein','nein','nein','',NULL,1755,0,2,'GESPENDET',NULL
'0713F103','103','200-20','Schöneberg','10779','Stübbenstraße','ggü7','20473990','18092190',13.337967400000000140,52.489624900000002583,'2,0x2,0','Crataegus laevigata Paul\'s Scarlet','Echter Rotdorn','nein','','x','','nein','nein','nein','',NULL,1756,0,2,'GESPENDET',NULL
'0713F104','104','240-24','Schöneberg','10779','Stübbenstraße','ggü6','20496500','18112260',13.338297700000000034,52.489806100000002687,'2,0x2,0','Crataegus laevigata Paul\'s Scarlet','Echter Rotdorn','nein','','x','','nein','nein','nein','',NULL,1757,0,2,'GESPENDET',NULL
'0713F105','105','230-23','Friedenau','12161','Büsingstraße','11','19686810','15677440',13.326526400000000550,52.467895900000002030,'1,2x2,3','Acer platanoides Columnare','Spitzahorn','nein','','','x','nein','nein','nein','2 Schutzbügel stellen',NULL,1758,0,2,'',NULL
'0713F106','106','370-37','Friedenau','12161','Büsingstraße','17','19678020','15646170',13.326399000000000328,52.467614599999997438,'1,2x2,3','Acer platanoides Columnare','Spitzahorn','nein','','','x','nein','2','nein','',NULL,1759,0,2,'',NULL
'0713F107','107','660-66','Friedenau','12161','Fregestraße','59','20410710','15722080',13.337175600000000131,52.468323599999997953,'1,2x1,5','Tillia europaea Pallida','Kaiserlinde','nein','','','x','nein','nein','nein','',NULL,1760,0,2,'',NULL
'0713F108','108','840-84','Friedenau','12159','Fregestraße','73','20430250','16026210',13.337445300000000614,52.471057399999999404,'1,2x1,5','Tillia europaea Pallida','Kaiserlinde','nein','','','x','nein','nein','nein','',NULL,1761,0,2,'GESPENDET','2013-02-02 00:00:00'
'0713F109','109','320-32','Friedenau','12161','Goßlerstraße','20','19551140','15821250',13.324521300000000679,52.469183200000003353,'1,6x3,0','Tillia europaea Pallida','Kaiserlinde','nein','','','x','nein','nein','nein','',NULL,1762,0,2,'',NULL
'0713F110','110','10-1','Friedenau','12159','Sieglindestraße','1','19937850','16700430',13.330158600000000746,52.477098300000001529,'0,9x3,8','Tilia cordata Rancho','Kleinkronige Winterlinde','nein','','','x','nein','nein','nein','',NULL,1763,0,2,'',NULL
'0713F111','111','240-24','Friedenau','12159','Sieglindestraße','10','19927160','16678450',13.330002600000000257,52.476900399999998115,'1,2x3,7','Tilia cordata Rancho','Kleinkronige Winterlinde','nein','','','x','nein','nein','nein','Schild in Baumscheibe',NULL,1764,0,2,'',NULL
'0713F112','112','260-26','Friedenau','12159','Sieglindestraße','10','19939990','16690970',13.330190699999999282,52.477013399999997034,'1,1x3,6','Tilia cordata Rancho','Kleinkronige Winterlinde','nein','','','x','nein','nein','nein','Schild in Baumscheibe',NULL,1765,0,2,'',NULL
'0713F113','113','80-8','Friedenau','12159','Kundrystraße','3','19906250','16377830',13.329712999999999923,52.474198100000002398,'1,4x4,0','Robinia pseudoacacia','Scheinakazie','nein','','','x','nein','nein','nein','',NULL,1766,0,2,'',NULL
'0713F114','114','110-11','Schöneberg','10827','Gustav- Freytag- Straße','4','21268130','16962900',13.349722299999999819,52.479504499999997336,'1,3x3,0','Prunus cerasifera Nigra','Blut- Pflaume','nein','','','x','nein','nein','nein','',NULL,1767,0,2,'',NULL
'0713F115','115','150-15','Schöneberg','10827','Gustav- Freytag- Straße','5','21278880','16988790',13.349879100000000776,52.479737499999998818,'1,4x3,0','Prunus cerasifera Nigra','Blut- Pflaume','1','','','x','nein','nein','nein','',NULL,1768,0,2,'',NULL
'0713F116','116','250-25','Schöneberg','10827','Gustav- Freytag- Straße','9','21274730','17080890',13.349812800000000479,52.480564999999998577,'1,4x3,0','Prunus cerasifera Nigra','Blut- Pflaume','nein','','','x','nein','nein','nein','',NULL,1769,0,2,'',NULL
'0713F117','117','20-2','Schöneberg','10827','Hauptstraße','4','21939780','18115470',13.359545199999999454,52.489884799999998677,'1,8x3,4','Tilia cordata Rancho','Kleinkronige Winterlinde','2','','','x','nein','1','nein','',NULL,1770,0,2,'',NULL
'0713F118','118','40-4','Schöneberg','10827','Hauptstraße','6','21917950','18077450',13.359225900000000209,52.489542399999997713,'1,8x3,3','Tilia cordata Rancho','Kleinkronige Winterlinde','2','','','x','nein','nein','nein','',NULL,1771,0,2,'',NULL
'0713F119','119','1300-130','Schöneberg','10827','Hauptstraße','85','20473470','16315410',13.338064299999999207,52.473657799999998019,'1,6x2,2','Tilia cordata Rancho','Kleinkronige Winterlinde','nein','','x','','nein','nein','nein','',NULL,1772,0,2,'',NULL
'0713F120','120','1530-153','Schöneberg','10827','Hauptstraße','92','20724480','16639390',13.341739399999999804,52.476578299999999899,'2,0x2,0','Tillia europaea Pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1773,0,2,'',NULL
'0713F121','121','3191-x','Schöneberg','10827','Hauptstraße','ggü155','21901680','18048890',13.358987900000000693,52.489285199999997644,'2,0x2,0','Tillia europaea Pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1774,0,2,'',NULL
'0713F122','122','3211-x','Schöneberg','10827','Hauptstraße','ggü154','21901630','18022020',13.358988599999999991,52.489043700000003412,'2,0x2,0','Tillia europaea Pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1775,0,2,'',NULL
'0713F123','123','3212-x','Schöneberg','10827','Hauptstraße','ggü151','21862390','17951940',13.358414800000000255,52.488412699999997812,'2,0x2,0','Tillia europaea Pallida','Kaiserlinde','nein','','x','','nein','nein','nein','','GEPFLANZT',1776,0,2,'GESPENDET','2012-12-15 00:00:00'
'0713F124','124','2340-234','Schöneberg','10827','Hauptstraße','156','21939950','18060340',13.359550699999999779,52.489389400000000308,'1,3x2,6','Tilia cordata Rancho','Kleinkronige Winterlinde','nein','','','x','nein','nein','nein','',NULL,1777,0,2,'',NULL
'0713F125','125','3334-x','Schöneberg','10827','Hauptstraße','ggü28','21609250','17613600',13.354706999999999439,52.485363599999999451,'2,0x2,0','Tillia europaea Pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1778,0,2,'',NULL
'0713F126','126','3335-x','Schöneberg','10827','Hauptstraße','ggü28','21605130','17610400',13.354646499999999421,52.485334799999996847,'2,0x2,0','Tillia europaea Pallida','Kaiserlinde','nein','','x','','nein','nein','nein','',NULL,1779,0,2,'',NULL
